MATRICULA,NOME,EST_CIVIL,GRAU_INSTRUCAO,NASC_DT,SEXO,LOCALIZACAO,FUNCAO_LOCALIZACAO,LOCALIZACAO_DT,POSSE_BANCO_DT
4323150,Gael Henrique Carvalho,8,8,8111983,1,9090,16480,2021-10-01,2004-02-09
4341822,Gael Henrique Pimenta,1,8,3111977,1,9090,16480,2023-12-18,2010-06-14
4348684,Gael Moraes,2,8,25081985,1,9090,16261,2022-02-14,2010-09-20
4476764,Helena Leão,1,8,16111984,2,9090,16480,2023-10-13,2003-12-01
4476769,Helena Machado,2,8,27101966,2,9090,16300,2023-03-06,2000-03-20
4538483,Heloisa Carvalho,1,8,19071985,2,9090,16480,2022-10-10,2000-10-23
4572179,Heloisa Viana,1,8,24091979,2,9090,16300,2024-04-01,2004-02-16
4607528,Henrique Silva,1,8,13041988,1,9090,16280,2020-12-30,2009-12-01
4632068,Henry Gabriel Cavalcante,2,8,27071979,1,9090,16480,2023-08-04,2008-03-24
4735932,Isaac Novais,1,8,25101981,1,9090,16480,2023-08-02,2000-10-02
4813521,Isabella Fogaça,1,8,5101973,2,9090,16300,2023-04-17,2013-10-28
4822411,Isabella Sousa,2,8,21041978,2,9090,16480,2014-03-05,2010-09-13
4940161,Isis Novais,2,8,22081986,2,9090,4960,2020-10-05,2012-08-31
4985637,Joana Garcia,2,8,8101980,2,9090,16300,2016-08-29,2009-03-16
5008141,João Felipe Barros,4,8,15081985,1,9090,16280,2013-06-04,2014-07-21
5083612,João Guilherme Pinto,2,8,14091979,1,9090,16300,2011-04-01,2009-12-01
5138251,João Miguel Guerra,1,8,4041974,1,9090,16300,2022-11-08,2009-12-01
5236686,Joaquim Pimenta,2,8,29071981,1,9090,16300,2024-01-23,2003-09-29
5243095,Joaquim Vasconcelos,2,8,6031981,1,9090,16300,2023-08-03,2023-12-04
5278352,José Miguel Barbosa,2,8,26081987,1,9090,16480,2005-03-14,2012-09-10
5290813,José Miguel Pastor,2,8,12021985,1,9090,16450,2024-01-22,2009-12-01
5307266,José Pedro Casa Grande,2,6,22031980,1,9090,4960,2021-12-20,2012-05-14
5328247,José Pedro Sampaio,1,8,18012000,1,9090,16480,2016-12-21,2012-12-03
5331863,José Silva,1,8,4021980,1,9090,16480,2021-02-10,2011-11-11
5389017,Julia da Rosa,1,7,8101979,2,9090,16480,2023-12-08,2023-10-25
5433907,Juliana Camargo,1,8,1091986,2,9090,16480,2021-10-18,1993-07-06
5466491,Kaique Costa,1,8,4021980,1,9090,16300,2017-01-16,1981-10-05
5519907,Kelly Rocha,2,8,16051985,2,9090,16300,2024-06-10,2010-05-17
5552710,Laís Garcia,8,8,28061985,2,9090,16480,2024-01-08,2001-01-08
5601012,Laura Cassiano,1,8,23041984,2,9090,16300,2023-05-02,2015-07-13
5608211,Laura das Neves,1,8,4081980,2,9090,16280,2021-02-24,2000-03-27
5619964,Laura Santos,2,8,8111986,2,9090,4960,2022-03-14,2013-08-12
5627872,Lavínia Casa Grande,2,8,29121965,2,9090,16480,2023-11-06,2015-01-26
5629446,Lavínia Freitas,8,8,29051971,2,9090,16450,2019-06-03,2004-07-12
5645860,Lavínia Martins,1,8,17121983,2,9090,16480,2023-01-13,2008-01-14
5726766,Letícia Albuquerque,2,8,31051991,2,9090,16480,2017-01-17,2015-07-06
5731275,Letícia Aragão,2,8,7121980,2,9090,16480,2023-11-06,2002-02-25
5849816,Lívia Oliveira,2,5,3051984,2,9090,649,2024-01-11,2012-09-24
5854674,Lívia Pires,1,8,23121978,2,9090,16300,2024-02-27,2003-01-20
5895261,Lorenzo Brito,2,8,19021980,1,9090,16300,2023-06-05,2009-12-01
5922825,Luan Leão,1,8,18051985,1,9090,16480,2022-05-30,2005-08-22
6009889,Luara Sá,2,8,4021979,2,9090,16480,2021-05-17,2004-02-16
6012347,Luara Sá,2,8,18081984,2,9090,16450,2022-10-06,2005-04-25
6101736,Luigi Melo,1,8,30011976,1,9090,16280,2023-12-07,2000-10-16
6107638,Luigi Novais,1,8,11021990,1,9090,16300,2024-04-01,2008-03-24
6173150,Luiz Felipe da Costa,2,8,31081981,1,9090,16480,2012-12-17,2004-03-29
6237537,Luiz Henrique Alves,1,8,9081983,1,9090,16280,2019-09-23,2007-10-01
6250466,Luiz Henrique Macedo,2,8,19021972,1,9090,5641,2023-01-16,2000-03-13
6309588,Luiz Otávio Fogaça,2,4,8041983,1,9090,674,2019-01-04,2007-07-16
6412328,Lunna Martins,1,8,20071983,2,9090,16300,2013-06-10,2009-12-01
6448618,Maitê Sampaio,8,8,25111982,2,9090,16300,2009-08-24,2010-05-17
6468726,Manuela Câmara,2,8,27121966,2,9090,4960,2024-04-24,2015-11-09
6472538,Manuela da Mota,1,8,18041982,2,9090,16261,2017-09-11,2006-09-18
6498376,Manuella Garcia,2,8,27031984,2,9090,16300,2019-01-03,2005-09-26
6572564,Marcos Vinicius Castro,8,8,19091982,1,9090,16480,2024-03-05,2003-04-07
6591564,Marcos Vinicius Silva,1,8,16051981,1,9090,16480,2021-02-18,2013-03-11
6631099,Maria Cecília Almeida,2,7,4081988,2,9090,16280,2023-02-14,2005-01-03
6642433,Maria Clara Alves,2,8,9051988,2,9090,16300,2021-12-10,2023-10-05
6658556,Maria Clara Oliveira,2,8,4041974,2,9090,16148,2021-07-19,2003-10-06
6676993,Maria Eduarda Costa,1,8,10041977,2,9090,16300,2019-08-20,1993-04-22
6749067,Maria Helena Cavalcanti,1,8,6101979,2,9090,4960,2014-06-13,2003-02-03
6754460,Maria Helena Farias,2,8,23051985,2,9090,16480,2016-10-31,2018-12-03
6765149,Maria Helena Pires,1,8,1061983,2,9090,16480,2023-07-03,2012-03-19
6809905,Maria Julia Azevedo,2,8,11081982,2,9090,16300,2022-06-27,2022-02-07
6988128,Maria Sophia Cardoso,1,6,13051980,2,9090,998,2024-01-29,2011-12-05
7008078,Maria Vitória Ferreira,2,8,17041981,2,9090,16280,2022-06-01,2003-12-15
7009684,Maria Vitória Gomes,8,8,1111976,2,9090,16480,2008-09-29,2006-09-11
7023145,Maria Vitória Siqueira,2,8,14121982,2,9090,16300,2022-01-03,2004-04-26
7109339,Marina da Luz,3,8,13051988,2,9090,16480,2022-03-31,2013-06-24
7113290,Marina Pimenta,1,8,7041974,2,9090,16480,2024-03-18,1986-07-02
7113773,Mateus Aparecida,8,8,18091979,1,9090,16300,2024-05-13,2002-04-22
7124349,Mateus da Cruz,3,8,14061977,1,9090,16260,2022-08-15,2008-07-28
7126992,Mateus Leão,2,8,15121980,1,9090,16300,2023-07-20,2003-06-23
7311736,Maysa Viana,2,8,7081979,2,9090,16480,2024-04-09,2004-09-20
7352105,Melina Santos,2,8,13011985,2,9090,16260,2022-12-01,2010-08-30
7391386,Miguel Pacheco,2,8,20021992,1,9090,16480,2023-11-01,2007-10-26
7411344,Milena Gonçalves,2,8,29121978,2,9090,16370,2023-01-20,2013-08-12
7420154,Mirella Fernandes,1,8,4071980,2,9090,16300,2016-02-01,1986-09-22
7457904,Murilo Guerra,2,8,15061981,1,9090,16480,2019-05-08,2002-10-14
7520767,Nathan Ramos,1,8,3011976,1,9090,4960,2023-11-13,2010-05-10
7563674,Nicole Moreira,2,8,26061981,2,9090,16450,2020-11-05,2011-06-06
7567473,Nicole Novais,3,8,15031964,2,9090,16280,2024-02-22,1994-03-11
7699753,Olivia Costa,2,8,11021978,2,9090,16480,2021-05-07,2001-07-16
7710980,Olívia Leão,1,8,5061968,2,9090,16480,2023-12-05,2004-02-09
7733462,Olivia Pacheco,1,8,6101981,2,9090,16480,2024-04-01,2015-07-20
7773324,Otávio Oliveira,2,8,9051974,1,9090,16300,2021-11-01,2013-12-02
7799210,Otto Nogueira,3,8,10051990,1,9090,16300,2019-08-29,2002-04-08
7819039,Paulo Albuquerque,1,8,3051982,1,9090,16300,2014-12-03,2009-02-09
7850857,Paulo Silva,3,8,21051978,1,9090,16261,2023-07-31,2002-09-02
7876307,Pedro Henrique da Luz,8,8,2101979,1,9090,16480,2021-02-12,2009-12-01
7879574,Pedro Henrique Duarte,2,8,25071972,1,9090,16480,2017-01-30,2002-12-02
7886541,Pedro Henrique Fonseca,8,8,15111980,1,9090,16480,2024-01-22,2016-01-04
7917237,Pedro Lucas Pastor,1,8,19101979,1,9090,16261,2016-12-30,2005-11-07
7928354,Pedro Lucas Vieira,2,8,1121984,1,9090,16280,2020-11-23,2000-07-10
7928453,Pedro Melo,2,8,13101978,1,9090,16450,2024-04-01,2009-12-01
7953592,Pedro Monteiro,1,8,5111974,1,9090,4860,2022-05-09,2010-05-17
7972258,Pietra Cavalcanti,2,5,23011981,2,9090,649,2024-01-03,2007-09-17
8083917,Rafael Garcia,1,8,7091986,1,9090,4960,2023-02-22,1986-11-24
8084020,Rafael Gomes,2,8,1091978,1,9090,16260,2023-07-20,2006-12-11
8100819,Rafaela Abreu,2,8,20101984,2,9090,16015,2024-03-25,1993-09-06
8101086,Rafaela Freitas,1,8,30011984,2,9090,16370,2016-03-14,2009-06-15
8133690,Raul Almeida,8,8,13031989,1,9090,16480,2021-05-07,2010-06-21
8135360,Raul Castro,2,8,12031991,1,9090,16480,2024-04-01,2011-10-17
8173884,Ravi Lucca Caldeira,1,8,23011979,1,9090,16480,2023-07-21,2004-11-22
8191237,Ravi Lucca Pacheco,2,8,31051974,1,9090,16261,2023-12-13,2000-08-21
8222861,Ravy Ferreira,8,8,6121975,1,9090,16280,2020-11-18,2009-12-01
8224432,Ravy Garcia,2,8,3011993,1,9090,16480,2019-01-04,2000-08-21
8290445,Rhavi Brito,2,8,25111981,1,9090,16260,2023-05-02,2010-08-09
8294995,Rhavi Fogaça,2,8,28121969,1,9090,16260,2022-12-05,2004-08-09
8306707,Rhavi Nogueira,2,8,30041984,1,9090,16480,2023-10-19,2022-08-15
8320823,Rodrigo Carvalho,1,8,6101971,1,9090,16480,2023-03-30,2000-08-21
8329405,Rodrigo Moura,2,8,5061988,1,9090,16300,2020-11-10,2009-07-20
8342605,Ryan Lima,2,8,9061979,1,9090,16480,2023-09-18,2009-12-01
8404118,Sabrina Viana,1,8,14011976,2,9090,16300,2014-02-28,2000-05-15
8409268,Samuel Aparecida,2,8,27101992,1,9090,16280,2015-07-01,2007-07-30
8458890,Sarah Cardoso,3,8,7081977,2,9090,16480,2013-06-17,2015-01-05
8489030,Sofia Cunha,1,8,18082000,2,9090,16480,2024-02-26,2001-05-07
8531231,Sophia Santos,1,8,3071981,2,9090,16480,2024-03-05,1992-08-26
8551344,Sophie Fogaça,5,8,29071989,2,9090,16300,2023-08-28,2004-05-03
8578375,Arthur Miguel Machado,1,8,18071982,1,9090,16480,2010-06-10,2001-01-08
8598828,Benjamin Borges,2,8,11021977,1,9090,16300,2023-01-30,2009-12-01
8604066,Benjamin Freitas,2,8,2021979,1,9090,16148,2013-05-20,2024-03-05
8628805,Caio Pires,2,8,15111972,1,9090,4960,2020-01-14,2023-10-25
8664460,Daniel Rezende,1,8,10121981,1,9090,16300,2023-07-24,2003-12-15
8668866,Davi Lopes,2,8,30101975,1,9090,16450,2023-07-20,2016-02-15
8671548,Davi Lucas Lopes,2,8,13041987,1,9090,16280,2021-04-05,2005-01-03
8739488,Gustavo Ribeiro,1,8,27011975,1,9090,16480,2019-11-04,2009-09-28
8779957,Juan Machado,1,8,27061975,1,9090,16480,2022-11-29,2015-07-06
8790775,Leandro Correia,1,8,12091979,1,9090,16450,2017-02-23,2011-04-25
8824071,Matheus Rezende,2,8,21101980,1,9090,16280,2011-06-20,2005-06-13
8899818,Thiago Cardoso,1,8,1111981,1,9090,16280,2007-12-26,2002-04-15
8927186,Vinícius Vieira,2,8,22121964,1,9090,16300,2024-04-02,2009-09-14
8932380,Vitor Monteiro,2,8,23061976,1,9090,16480,2023-05-10,2000-04-03
8960158,Ana Lívia da Luz,2,8,21011997,2,9090,16260,2023-10-05,2000-03-13
8961291,Ana Luiza Vasconcelos,2,8,12121982,2,9090,16280,2022-12-19,2008-07-21
9001360,Brenda Pires,1,8,28041981,2,9090,16450,2019-09-16,2010-06-14
9052193,Isabelly da Costa,1,8,1051986,2,9090,16480,2005-11-07,2011-01-31
9068550,Lívia Leão,1,8,31071987,2,9090,16480,2023-08-14,2005-03-14
9074967,Liz Abreu,2,8,26051980,2,9090,16300,2022-07-11,1993-03-23
9090319,Maria Clara Gonçalves,1,8,26061980,2,9090,16450,2022-08-29,2000-08-07
9095736,Maria Flor Porto,2,8,21031984,2,9090,4960,2015-07-01,2008-02-25
9193195,Alícia Moreira,2,8,11011992,2,9090,16480,2019-06-05,2009-06-22
9224298,Brenda Ribeiro,2,3,30011985,2,9090,668,2023-06-12,2008-10-01
9261926,Isadora Sousa,2,8,28081981,2,9090,16300,2023-02-27,2005-03-28
9342461,Maria Luísa da Rocha,1,8,12071979,2,9090,16480,2023-03-23,2004-08-23
9393858,Valentina Mendonça,2,8,15021984,2,9090,16300,2017-02-13,2000-03-13
9429660,Stella Moreira,3,8,3021974,2,9090,16300,2015-03-02,2015-09-14
9440596,Stephany da Mata,2,8,27091982,2,9090,16370,2020-11-13,2008-09-29
9477126,Théo Andrade,8,8,9021989,1,9090,4960,2023-07-17,2023-10-25
9485528,Theo Cavalcante,1,8,30011985,1,9090,16300,2011-05-23,2004-03-29
9544803,Theo Pimenta,2,8,5031978,1,9090,16280,2009-01-13,2007-11-23
9547422,Theo Porto,2,8,10031983,1,9090,16300,2023-07-31,2001-05-07
9568042,Theodoro Monteiro,3,8,16011989,1,9090,16261,2023-06-15,2010-05-17
9586293,Thiago da Cunha,2,8,1071982,1,9090,16280,2022-01-27,2012-04-16
9591521,Thiago Fernandes,1,6,6071983,1,9090,649,2023-09-11,2007-09-24
9644231,Valentim Freitas,1,8,18101983,1,9090,16260,2024-03-19,2009-12-01
9644491,Valentim Gomes,1,8,19031981,1,9090,16480,2023-08-25,2000-06-05
9649843,Valentim Marques,2,8,27041982,1,9090,16300,2013-11-11,2010-04-26
9704506,Vinícius Aragão,1,8,29121977,1,9090,16480,2019-05-08,2000-06-26
9710696,Vinicius Macedo,1,8,2061981,1,9090,16300,2017-01-03,2007-07-23
9730203,Vitor Barbosa,2,8,28051983,1,9090,16480,2023-11-06,2002-12-02
9752971,Vitor Gabriel Martins,1,8,23031987,1,9090,16480,2022-05-31,2005-01-17
9856609,Vitória Oliveira,1,8,11101978,2,9090,16480,2019-11-25,2015-01-19
9859067,Yago Cirino,2,8,4111986,1,9090,16450,2023-07-03,2009-06-29
9945769,Yuri Mendes,2,8,3061981,1,9090,16450,2021-02-08,2009-01-26
9969135,Zoe Camargo,1,8,2061980,2,9090,16480,2022-06-13,2024-03-05
809190,Alícia Guerra,1,8,21061982,2,9220,12392,2022-02-14,2009-12-01
1229991,Ana Sophia Silveira,2,8,22101969,2,9220,12381,2024-01-31,2006-05-08
2478677,Cecilia Carvalho,3,8,18101982,2,9220,12381,2024-04-22,2010-08-02
2625331,Daniel Novais,2,8,8091984,1,9220,12381,2023-08-29,2012-06-11
2880420,Diego Lopes,1,8,17051981,1,9220,12392,2024-01-15,2004-03-01
2895824,Diego Vasconcelos,2,8,18121988,1,9220,12010,2023-07-18,2001-01-08
3078573,Dante Pastor,2,8,6041984,1,9220,12381,2023-08-14,2010-10-18
3317357,Pietro da Mata,1,8,30081979,1,9220,12050,2019-01-03,2015-01-05
3457112,Clarice Campos,2,8,14051971,2,9220,12381,2023-03-23,2005-04-25
3464756,Emanuelly da Cruz,8,8,7121956,2,9220,12392,2019-06-03,2015-06-15
3480190,Giovanna Barbosa,1,8,26041979,2,9220,12381,2023-07-18,2004-03-01
3515580,Kamilly Melo,3,8,14081988,2,9220,12381,2018-08-06,2008-07-21
3528732,Laura Barbosa,2,8,27051977,2,9220,12331,2024-01-29,2011-08-08
3936252,Enzo Gabriel Souza,8,8,30011980,1,9220,12392,2023-01-20,2010-05-24
3981747,Erick Nascimento,1,8,19051985,1,9220,12331,2017-02-21,2005-07-11
4117692,Felipe Marques,1,8,18111961,1,9220,12392,2023-02-28,2000-09-11
4256952,Gabriela Pastor,1,8,27081986,2,9220,12050,2020-09-30,2003-11-03
4440827,Gustavo Ribeiro,1,8,14051979,1,9220,12392,2023-09-26,2000-08-07
4464275,Heitor da Rocha,1,8,26091970,1,9220,12050,2017-02-17,2000-03-20
4648603,Henry Gabriel Sampaio,1,8,21121976,1,9220,12381,1999-01-08,2004-05-17
4793228,Isabela Rezende,1,8,7061990,2,9220,12392,2023-11-13,2013-01-21
4845555,Isabelly Fernandes,1,8,19111979,2,9220,12381,2021-02-08,2008-07-14
4878399,Isadora Correia,8,8,21071978,2,9220,12050,2015-09-25,2003-02-17
4968260,Jade Pimenta,1,8,29111990,2,9220,12331,2024-04-15,2003-01-20
4998772,João Cavalcante,2,8,13101989,1,9220,12381,2020-03-23,2000-06-26
5338121,Josué Carvalho,1,8,28031981,1,9220,12331,2009-07-31,2009-12-01
5382656,Julia Casa Grande,2,8,16121991,2,9220,12392,2010-06-07,2005-02-14
5503928,Kamilly Moura,1,8,2091987,2,9220,12381,2024-02-01,2002-01-14
5912534,Luan Borges,1,8,25111980,1,9220,12381,2012-04-16,2013-06-24
6231591,Luiz Gustavo Vieira,2,8,29101982,1,9220,12331,2022-01-24,2000-11-06
6524329,Marcela Fonseca,1,8,6041975,2,9220,12381,2014-02-10,2007-07-30
6884893,Maria Liz Marques,2,8,13101973,2,9220,12392,2023-01-02,2001-05-07
7003512,Maria Sophia Nunes,2,8,31121980,2,9220,12392,2023-07-17,1998-07-20
7046703,Mariana Gonçalves,1,8,11081985,2,9220,12050,2014-10-13,2005-06-13
7525419,Nicolas Borges,2,5,21051980,1,9220,649,2022-12-26,2000-06-26
7679428,Oliver Rezende,1,8,3071998,1,9220,12331,2024-06-03,2015-04-13
7763918,Otávio Mendes,1,8,26011982,1,9220,12331,2022-03-07,2000-03-13
7783624,Otávio Rezende,2,8,2121989,1,9220,12330,2020-11-23,2003-03-31
8031064,Pietro Gomes,2,8,27011994,1,9220,12331,2024-04-01,2014-12-15
8178285,Ravi Lucca Fogaça,1,8,4051982,1,9220,12331,2022-08-08,2008-06-30
8444004,Sara Montenegro,8,8,20031972,2,9220,12050,2024-03-08,2009-06-15
8492405,Sofia da Conceição,2,8,1061999,2,9220,12381,2023-08-28,2001-10-22
8602609,Benjamin Freitas,2,8,11021977,1,9220,12392,2024-01-24,2022-08-15
8836376,Pedro Farias,1,8,18111983,1,9220,12381,2024-02-20,2013-10-28
8866324,Rael Porto,8,8,11041973,1,9220,3003,2019-08-29,2003-05-05
8867854,Rael Rocha,2,8,27121977,1,9220,12010,2017-01-02,2005-09-12
9127764,Melina das Neves,2,8,4061987,2,9220,12050,2016-12-28,2010-09-13
9161304,Stephany Rezende,2,8,18061974,2,9220,12331,2015-07-01,2013-03-11
9244978,Emanuelly Garcia,1,8,1031972,2,9220,12331,2022-05-23,2000-02-28
9376763,Sofia Montenegro,1,8,16021991,2,9220,12330,2011-11-11,2010-06-14
9628132,Thomas Ribeiro,2,8,12121979,1,9220,12050,2022-11-10,2023-10-25
9630414,Valentim Brito,2,8,3081985,1,9220,12380,2019-01-08,1992-08-20
9710966,Vinícius Machado,1,8,20081973,1,9220,12331,2010-04-28,2007-01-08
9793187,Vitor Hugo Pastor,2,8,14091989,1,9220,12331,2013-02-19,2000-04-03
9857695,Vitória Rodrigues,2,8,7101968,2,9220,12331,2018-10-01,2010-09-20
9958423,Yuri Santos,8,8,9051981,1,9220,12381,2022-12-12,2007-10-15
659002,Agatha Camargo,1,8,21111969,2,9240,12331,2011-07-25,2009-06-22
726242,Alexia Peixoto,2,8,7101991,2,9240,12381,2017-02-15,2009-12-01
735186,Alice Aragão,2,8,18111980,2,9240,12331,2022-03-29,2009-06-22
794676,Alícia Borges,1,8,16051977,2,9240,12331,2024-02-01,2014-04-28
1013866,Ana Julia Costa,2,8,31071982,2,9240,12380,2021-02-18,2012-05-21
1200470,Ana Sophia Campos,2,8,8041967,2,9240,12392,2020-01-02,2009-12-01
1327408,Anthony da Cruz,2,8,18091980,1,9240,12380,2024-03-05,2005-07-04
1344378,Anthony Gabriel Ramos,1,8,28081991,1,9240,12083,2018-10-05,2000-04-24
1407597,Antônio Ramos,8,8,15041971,1,9240,12010,2016-11-03,2009-08-31
1436669,Antony Vargas,1,8,8101985,1,9240,12392,2013-05-31,2018-10-15
1475387,Arthur Gabriel Pacheco,1,8,21051976,1,9240,12051,2024-06-03,2024-03-05
1564709,Augusto Andrade,2,8,17121982,1,9240,12083,2021-02-08,2000-03-20
1748373,Benicio Mendonça,2,8,27061981,1,9240,12331,2022-05-11,2001-11-26
1777204,Benjamim Cassiano,2,8,1081989,1,9240,12051,2023-10-02,2013-05-20
1912732,Bianca Câmara,1,8,20051978,2,9240,12392,2023-12-26,2000-07-24
1914718,Bianca Cardoso,3,8,3081984,2,9240,12392,2017-04-10,2002-12-02
1978771,Brenda da Costa,2,8,6011971,2,9240,12381,2015-04-13,2004-12-13
2023404,Breno Câmara,8,8,29031995,1,9240,12331,2014-11-24,2014-12-12
2035387,Bruna Campos,2,8,5061979,2,9240,12010,2020-01-22,2003-07-28
2085237,Bruno Vasconcelos,3,8,11031987,1,9240,4007,2024-01-29,2003-02-17
2293377,Carlos Eduardo Albuquerque,8,8,14031982,1,9240,12392,2024-02-01,2003-09-29
2310983,Carlos Eduardo Ramos,8,8,13081979,1,9240,12392,2023-07-17,2014-08-11
2372724,Caroline da Conceição,8,8,12011974,2,9240,12331,2014-05-20,1998-11-23
2458793,Cauê Freitas,2,8,29081982,1,9240,12381,2022-03-14,2014-07-07
2642285,Daniela Correia,8,8,28061980,2,9240,12331,2022-04-25,2022-03-28
2683215,Danilo Ferreira,2,8,29041974,1,9240,12331,2020-09-08,2011-07-11
2732836,Dante Dias,1,8,1121981,1,9240,12331,2014-10-27,2010-09-27
2736258,Dante Gomes,1,8,22011984,1,9240,12380,2018-08-07,1993-03-30
2746679,Davi Aparecida,2,8,14021982,1,9240,12331,2019-11-04,2004-05-03
2929040,Dom Mendes,8,8,16091978,1,9240,12392,2017-01-02,2005-03-28
2998693,Augusto da Costa,1,8,17031999,1,9240,12392,2021-10-18,2005-06-27
3013798,Bento Vargas,3,8,15021983,1,9240,12331,2024-05-10,2000-04-10
3032836,Caio Lima,1,8,3061980,1,9240,12381,2023-08-04,2004-04-26
3054979,Cauã Sá,2,8,24061978,1,9240,12381,2019-12-16,2004-01-12
3133977,Gustavo Henrique Monteiro,2,7,10051965,1,9240,12381,2021-05-10,2006-08-21
3287558,Otto Castro,2,8,20051981,1,9240,12381,2024-05-20,2009-12-01
3493018,Isabela Mendonça,2,8,20091985,2,9240,12331,2010-10-26,2001-01-15
3514120,Joana Sá,1,8,19021972,2,9240,12381,2021-08-18,2015-05-18
3551764,Luna Guerra,2,8,28061986,2,9240,12381,2023-11-01,2001-11-26
3612731,Mariana Macedo,1,8,31051981,2,9240,12380,2023-05-08,1988-09-05
3616751,Marina Moraes,3,8,12081982,2,9240,12381,2020-08-03,2009-12-01
3675400,Eduarda Gomes,2,7,11051978,2,9240,12381,2014-06-02,1986-08-12
3691975,Eduardo Costela,1,8,17061983,1,9240,12381,2004-06-01,2012-04-16
3947483,Enzo Monteiro,2,8,15101987,1,9240,12381,2024-05-03,2005-04-04
3971192,Erick das Neves,3,8,10011979,1,9240,12331,2014-10-20,2002-07-08
4062124,Evelyn da Mata,1,8,6041961,2,9240,12331,2023-10-31,2001-11-19
4259725,Gabriela Sousa,2,8,22061979,2,9240,12331,2023-10-25,2017-12-11
4301866,Gael Casa Grande,2,8,25021978,1,9240,12051,2017-01-09,1986-12-02
4347264,Gael Macedo,1,8,2041981,1,9240,12381,2012-11-23,1978-08-04
4352021,Giovanna Aparecida,1,8,7021977,2,9240,12392,2023-10-30,2005-08-08
4427651,Gustavo da Mota,1,8,14101976,1,9240,12380,2012-01-17,2000-07-24
4434197,Gustavo Henrique Pinto,2,8,11111972,1,9240,12381,2017-01-02,2008-03-24
4534643,Heloísa Araújo,2,8,16051997,2,9240,12381,2017-02-15,2000-11-20
4581003,Heloisa Vieira,2,8,28071978,2,9240,12051,2019-08-30,1987-05-21
4612493,Henry Brito,1,8,16071983,1,9240,12381,2023-10-02,2008-02-11
4803553,Isabella da Costa,5,8,12011983,2,9240,12051,2019-02-04,2000-06-05
4853167,Isabelly Moura,2,8,13031975,2,9240,12051,2018-03-08,2005-06-13
4887370,Isadora Santos,1,8,4031988,2,9240,12392,2023-07-24,2010-06-14
4917879,Isaque Porto,3,6,14091989,1,9240,12331,2024-06-04,2012-07-30
4935104,Isis Dias,2,8,27111996,2,9240,12331,2019-09-05,2013-12-09
4977746,Joana Andrade,1,8,16031985,2,9240,12331,2019-04-08,2002-04-01
4997827,João Carvalho,1,8,28111975,1,9240,12331,2021-06-07,2011-05-09
5133332,João Miguel da Cruz,1,8,6101988,1,9240,12392,2014-05-15,2005-07-11
5153252,João Pedro Borges,1,8,21081976,1,9240,12381,2024-02-22,2015-08-10
5273402,José Miguel Aragão,2,8,6011979,1,9240,12331,2023-10-25,2007-01-22
5303124,José Pacheco,2,8,12061985,1,9240,12381,2020-06-08,2002-03-11
5375658,Julia Cardoso,1,7,1081970,2,9240,12380,2021-05-31,1993-04-06
5480698,Kaique Moura,1,8,6041983,1,9240,12331,2024-03-18,2007-02-05
5491655,Kamilly Cassiano,3,8,2071983,2,9240,12381,2014-03-14,2009-11-09
5536840,Kevin Rios,1,8,25041981,1,9240,12051,2009-08-03,2014-07-14
5543036,Laís Duarte,2,8,11111970,2,9240,12051,2021-04-12,2011-08-08
5586958,Larissa Lopes,2,8,17011988,2,9240,12381,2020-08-07,2022-02-07
5590353,Larissa Teixeira,8,8,31121977,2,9240,12392,2024-01-17,1998-08-10
5779734,Levi Lima,1,8,30091979,1,9240,12392,2014-11-17,2015-01-19
6072449,Lucca da Cruz,2,8,15011980,1,9240,12331,2024-03-04,2001-01-08
6161406,Luísa da Costa,2,8,24061977,2,9240,12381,2023-08-18,2004-05-24
6162363,Luísa Jesus,2,8,9121983,2,9240,12392,2020-03-12,2000-04-03
6219622,Luiz Gustavo Jesus,8,8,23021981,1,9240,12381,2023-12-01,2023-10-05
6260423,Luiz Miguel Cunha,2,8,5011976,1,9240,12010,2012-04-16,2011-06-27
6280536,Luiz Miguel Pinto,1,8,26031989,1,9240,12392,2023-06-06,2003-02-17
6357478,Luna Leão,2,8,19081979,2,9240,12331,2023-04-03,2000-07-24
6406181,Lunna Dias,3,8,1121978,2,9240,12051,2009-11-03,2002-09-09
6430258,Maitê Freitas,1,8,27121983,2,9240,12381,2022-11-17,2008-07-28
6543543,Marcelo Carvalho,2,8,15091982,1,9240,12381,2021-03-23,2003-08-11
6860899,Maria Laura Macedo,3,8,10081973,2,9240,12381,2015-09-23,2006-08-14
6929759,Maria Luiza Barbosa,1,8,1071978,2,9240,12392,2013-06-18,2008-09-22
6935949,Maria Luiza Cirino,3,8,10041992,2,9240,12381,2022-12-27,1993-07-19
6959940,Maria Luiza Rocha,3,8,9061972,2,9240,12051,2024-05-06,2013-07-01
7035127,Mariah Teixeira,8,8,25011979,2,9240,12381,2023-10-05,2022-08-18
7054081,Mariana Pastor,2,8,23091967,2,9240,12381,2021-03-22,2012-11-12
7073101,Mariane Garcia,1,8,12061970,2,9240,12051,2022-07-04,2010-08-30
7136238,Mateus Pereira,1,8,27111978,1,9240,12392,2017-01-02,2011-05-09
7164887,Mathias Aparecida,1,8,8041971,1,9240,12331,2017-07-17,2001-10-22
7184607,Mathias Gonçalves,1,8,29051981,1,9240,12381,2023-02-14,2007-11-23
7197242,Mathias Rios,1,8,28021982,1,9240,12381,2021-03-05,2001-10-15
