cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
240000;Enzo Gabriel Mendes;2019-10-22;Ciências Sociais Aplicadas;2012-07-01;38510;DIRIS-GESTAO RISCOS
240001;Srta. Bruna Pinto;2022-08-30;Lingüística, Letras e Artes;2010-09-07;38510;DIRIS-GESTAO RISCOS
240002;Yasmin Silva;2023-01-24;Ciências Exatas e da Terra;2014-02-19;38510;DIRIS-GESTAO RISCOS
240003;João Felipe Carvalho;2016-08-14;Ciências Humanas;2013-08-20;38510;DIRIS-GESTAO RISCOS
240004;João Miguel Carvalho;2024-03-17;Ciências Biológicas;2021-01-27;38510;DIRIS-GESTAO RISCOS
240005;Giovanna Fernandes;2024-01-09;Ciências Biológicas;2014-08-08;38510;DIRIS-GESTAO RISCOS
240006;Beatriz Silveira;2022-06-07;Ciências Biológicas;2019-06-06;38510;DIRIS-GESTAO RISCOS
240007;Pietra Costa;2020-03-04;Engenharias;2018-07-04;38510;DIRIS-GESTAO RISCOS
240008;Eloah Araújo;2017-11-28;Ciências Exatas e da Terra;2016-07-18;38510;DIRIS-GESTAO RISCOS
240009;Bruna da Rosa;2015-08-21;Ciências Exatas e da Terra;2009-12-24;38510;DIRIS-GESTAO RISCOS
240010;Ryan Melo;2019-01-09;Ciências da Saúde;2018-07-01;38510;DIRIS-GESTAO RISCOS
240011;Mirella Melo;2021-11-06;Ciências Exatas e da Terra;2011-10-12;38510;DIRIS-GESTAO RISCOS
240012;Ana Luiza Azevedo;2015-02-18;Ciências Sociais Aplicadas;2011-05-07;38510;DIRIS-GESTAO RISCOS
240013;Samuel Nogueira;2021-01-15;Ciências Biológicas;2014-11-19;38510;DIRIS-GESTAO RISCOS
240014;Pedro Lucas da Costa;2020-03-22;Ciências Humanas;2019-06-09;38510;DIRIS-GESTAO RISCOS
240015;Srta. Stella Lima;2015-05-04;Ciências Humanas;2014-12-20;38510;DIRIS-GESTAO RISCOS
240016;Srta. Rafaela Souza;2022-07-06;Engenharias;2015-01-02;38510;DIRIS-GESTAO RISCOS
240017;Lucca da Mota;2016-01-21;Ciências Humanas;2011-03-27;38510;DIRIS-GESTAO RISCOS
240018;Diogo Rodrigues;2017-11-06;Ciências Biológicas;2015-01-08;38510;DIRIS-GESTAO RISCOS
240019;Davi Lucca Rezende;2022-07-07;Ciências Humanas;2016-06-23;38510;DIRIS-GESTAO RISCOS
240020;Carolina Silveira;2022-05-02;Ciências Humanas;2021-08-24;38510;DIRIS-GESTAO RISCOS
240021;Srta. Bárbara Gonçalves;2023-04-05;Ciências Biológicas;2013-03-01;38510;DIRIS-GESTAO RISCOS
240022;Sra. Luiza Gonçalves;2022-01-04;Engenharias;2013-11-15;38510;DIRIS-GESTAO RISCOS
240023;Larissa da Rosa;2014-11-02;Ciências Humanas;2012-03-11;38510;DIRIS-GESTAO RISCOS
240024;Davi Luiz Peixoto;2023-11-21;Ciências da Saúde;2017-03-05;38510;DIRIS-GESTAO RISCOS
240025;Pedro Lucas Nascimento;2020-09-05;Engenharias;2017-08-14;38510;DIRIS-GESTAO RISCOS
240026;Sr. Eduardo Silveira;2017-06-15;Ciências da Saúde;2017-05-25;38510;DIRIS-GESTAO RISCOS
240027;Ana Beatriz Melo;2018-03-03;Ciências da Saúde;2012-12-25;38510;DIRIS-GESTAO RISCOS
240028;Daniela Gonçalves;2015-05-27;Ciências Sociais Aplicadas;2010-03-06;38510;DIRIS-GESTAO RISCOS
240029;Joaquim Gonçalves;2020-10-27;Ciências Humanas;2019-06-03;38510;DIRIS-GESTAO RISCOS
240030;Sr. Rafael Ferreira;2016-09-28;Ciências Exatas e da Terra;2009-11-01;38510;DIRIS-GESTAO RISCOS
240031;Dr. Enzo Gabriel Barros;2022-12-02;Ciências Exatas e da Terra;2019-02-05;38510;DIRIS-GESTAO RISCOS
240032;Matheus Barros;2015-10-02;Ciências Exatas e da Terra;2010-04-06;38510;DIRIS-GESTAO RISCOS
240033;Maria Vitória Cavalcanti;2021-06-19;Engenharias;2012-06-26;38510;DIRIS-GESTAO RISCOS
240034;Beatriz Moura;2019-08-12;Ciências Agrárias;2012-05-14;38510;DIRIS-GESTAO RISCOS
240035;Srta. Stephany Oliveira;2021-10-08;Ciências Sociais Aplicadas;2014-08-16;38510;DIRIS-GESTAO RISCOS
240036;Daniel Cardoso;2023-07-03;Ciências Agrárias;2016-08-18;38510;DIRIS-GESTAO RISCOS
240037;Luigi Vieira;2021-01-22;Ciências Agrárias;2015-08-12;38510;DIRIS-GESTAO RISCOS
240038;Júlia Monteiro;2019-11-02;Ciências da Saúde;2019-05-15;38510;DIRIS-GESTAO RISCOS
240039;Catarina Pires;2018-11-01;Ciências Biológicas;2015-10-10;38510;DIRIS-GESTAO RISCOS
240040;Davi Luiz Pires;2015-08-11;Ciências Agrárias;2010-05-20;38510;DIRIS-GESTAO RISCOS
240041;Srta. Clara Lopes;2022-10-24;Ciências Exatas e da Terra;2010-05-03;38510;DIRIS-GESTAO RISCOS
240042;Sr. Luigi Monteiro;2021-12-22;Ciências Humanas;2012-08-01;38510;DIRIS-GESTAO RISCOS
240043;Elisa Porto;2022-04-27;Ciências Biológicas;2016-08-16;38510;DIRIS-GESTAO RISCOS
240044;Larissa Lopes;2022-03-27;Ciências Biológicas;2011-09-04;38510;DIRIS-GESTAO RISCOS
240045;Emanuella Melo;2017-05-13;Ciências da Saúde;2009-09-05;38510;DIRIS-GESTAO RISCOS
240046;Thomas da Rosa;2019-02-18;Engenharias;2015-11-28;38510;DIRIS-GESTAO RISCOS
240047;Raquel Silveira;2020-10-10;Ciências Exatas e da Terra;2018-05-16;38510;DIRIS-GESTAO RISCOS
240048;Sra. Ana Lívia Santos;2023-09-14;Ciências Humanas;2017-11-17;38510;DIRIS-GESTAO RISCOS
240049;Ian Pires;2019-10-30;Ciências Biológicas;2017-12-15;38510;DIRIS-GESTAO RISCOS
240050;Alana Castro;2014-10-12;Ciências Biológicas;2010-02-23;38510;DIRIS-GESTAO RISCOS
240051;Sra. Eduarda Barbosa;2017-06-18;Ciências Biológicas;2013-11-15;38510;DIRIS-GESTAO RISCOS
240052;Maria Teixeira;2017-08-24;Ciências Exatas e da Terra;2009-09-14;38510;DIRIS-GESTAO RISCOS
240053;Luana Moreira;2020-02-27;Ciências Biológicas;2018-11-27;38510;DIRIS-GESTAO RISCOS
240054;Srta. Ana Laura Nascimento;2022-06-20;Ciências Exatas e da Terra;2011-04-06;38510;DIRIS-GESTAO RISCOS
240055;Ana Oliveira;2019-08-02;Ciências Sociais Aplicadas;2011-01-26;38510;DIRIS-GESTAO RISCOS
240056;Isadora Cunha;2021-02-25;Engenharias;2017-12-21;38510;DIRIS-GESTAO RISCOS
240057;João Guilherme Rezende;2018-03-18;Ciências Sociais Aplicadas;2011-04-14;38510;DIRIS-GESTAO RISCOS
240058;Laura Lima;2021-05-12;Ciências Humanas;2014-04-03;38510;DIRIS-GESTAO RISCOS
240059;Enzo Gabriel Santos;2023-06-10;Ciências Biológicas;2021-02-18;38510;DIRIS-GESTAO RISCOS
240060;Daniel Lima;2015-03-02;Ciências da Saúde;2011-06-27;38510;DIRIS-GESTAO RISCOS
240061;Maria Vitória Aragão;2019-03-25;Ciências Exatas e da Terra;2018-01-23;38510;DIRIS-GESTAO RISCOS
240062;Isabella da Rosa;2021-06-02;Ciências da Saúde;2011-05-04;38510;DIRIS-GESTAO RISCOS
240063;Ian Lopes;2019-11-16;Ciências Biológicas;2016-01-17;38510;DIRIS-GESTAO RISCOS
240064;Anthony Cardoso;2024-07-06;Lingüística, Letras e Artes;2021-01-04;38510;DIRIS-GESTAO RISCOS
240065;Gustavo Henrique da Paz;2022-04-27;Ciências Biológicas;2013-06-18;38510;DIRIS-GESTAO RISCOS
240066;Catarina Aragão;2018-03-08;Lingüística, Letras e Artes;2011-09-11;38510;DIRIS-GESTAO RISCOS
240067;Dr. Kaique Aragão;2020-09-05;Ciências Sociais Aplicadas;2010-05-21;38510;DIRIS-GESTAO RISCOS
240068;Enzo Rocha;2020-02-10;Ciências Sociais Aplicadas;2020-02-09;38510;DIRIS-GESTAO RISCOS
240069;Milena Araújo;2018-01-28;Ciências Sociais Aplicadas;2012-05-23;38510;DIRIS-GESTAO RISCOS
240070;Sr. Henrique Ferreira;2019-08-08;Ciências Biológicas;2011-02-09;38510;DIRIS-GESTAO RISCOS
240071;Dr. Ryan da Costa;2015-03-14;Ciências Biológicas;2014-09-26;38510;DIRIS-GESTAO RISCOS
240072;Bianca Cavalcanti;2014-09-08;Ciências Biológicas;2012-11-09;38510;DIRIS-GESTAO RISCOS
240073;Marcos Vinicius da Cunha;2020-11-25;Ciências Sociais Aplicadas;2020-11-10;38510;DIRIS-GESTAO RISCOS
240074;Luiz Henrique Gomes;2018-11-23;Lingüística, Letras e Artes;2013-06-02;38510;DIRIS-GESTAO RISCOS
240075;Srta. Milena Fernandes;2020-07-17;Ciências Biológicas;2012-06-09;38510;DIRIS-GESTAO RISCOS
240076;Alícia Freitas;2017-06-26;Ciências Sociais Aplicadas;2010-11-14;38510;DIRIS-GESTAO RISCOS
240077;Sr. Thiago Souza;2015-05-05;Ciências Agrárias;2014-10-11;38510;DIRIS-GESTAO RISCOS
240078;Sophie Alves;2017-03-12;Ciências Humanas;2014-11-14;38510;DIRIS-GESTAO RISCOS
240079;Bryan Dias;2016-11-22;Ciências Humanas;2015-01-24;38510;DIRIS-GESTAO RISCOS
240080;Ana Clara Sales;2017-02-14;Ciências Exatas e da Terra;2012-07-01;38510;DIRIS-GESTAO RISCOS
240081;Daniela Correia;2021-05-23;Ciências Humanas;2011-01-19;38510;DIRIS-GESTAO RISCOS
240082;Luana Castro;2014-11-06;Ciências Agrárias;2013-02-28;38510;DIRIS-GESTAO RISCOS
240083;Nicolas Gomes;2023-01-17;Engenharias;2014-07-19;38510;DIRIS-GESTAO RISCOS
240084;Ana Sophia Nogueira;2020-06-30;Ciências Biológicas;2018-02-12;38510;DIRIS-GESTAO RISCOS
240085;Maysa Oliveira;2014-10-07;Ciências Exatas e da Terra;2011-04-15;38510;DIRIS-GESTAO RISCOS
240086;Sr. João Miguel Peixoto;2022-07-09;Ciências Exatas e da Terra;2017-05-21;38510;DIRIS-GESTAO RISCOS
240087;Beatriz Alves;2019-12-20;Ciências da Saúde;2017-04-24;38510;DIRIS-GESTAO RISCOS
240088;Vitor Gabriel Souza;2016-04-09;Ciências Agrárias;2016-01-13;38510;DIRIS-GESTAO RISCOS
240089;Davi Pinto;2018-05-17;Engenharias;2013-05-26;38510;DIRIS-GESTAO RISCOS
240090;Kaique Moraes;2021-09-24;Engenharias;2013-03-12;38510;DIRIS-GESTAO RISCOS
240091;João Pedro Almeida;2019-07-13;Ciências Humanas;2010-12-10;38510;DIRIS-GESTAO RISCOS
240092;Sr. Luiz Otávio Correia;2019-03-10;Ciências Biológicas;2016-07-24;38510;DIRIS-GESTAO RISCOS
240093;Ana Vitória da Luz;2021-01-25;Ciências Humanas;2013-01-30;38510;DIRIS-GESTAO RISCOS
240094;Gustavo Henrique Rezende;2017-11-15;Ciências Exatas e da Terra;2013-08-24;38510;DIRIS-GESTAO RISCOS
240095;Sra. Isabelly Teixeira;2018-10-23;Ciências Humanas;2013-11-04;38510;DIRIS-GESTAO RISCOS
240096;Lara Rocha;2017-11-30;Ciências da Saúde;2015-10-15;38510;DIRIS-GESTAO RISCOS
240097;João Vitor Costela;2021-03-12;Lingüística, Letras e Artes;2017-08-19;38510;DIRIS-GESTAO RISCOS
240098;Dra. Clarice Teixeira;2015-07-01;Ciências Biológicas;2013-03-22;38510;DIRIS-GESTAO RISCOS
240099;Dra. Milena Mendes;2017-11-05;Ciências da Saúde;2013-05-05;38510;DIRIS-GESTAO RISCOS
240100;Pedro Lucas da Cruz;2022-03-10;Ciências Biológicas;2009-10-30;38510;DIRIS-GESTAO RISCOS
240101;Melissa da Mata;2019-09-04;Ciências Humanas;2009-09-25;38510;DIRIS-GESTAO RISCOS
240102;Raul Peixoto;2021-12-08;Ciências da Saúde;2011-02-21;38510;DIRIS-GESTAO RISCOS
240103;Kamilly Alves;2016-05-25;Ciências da Saúde;2010-01-02;38510;DIRIS-GESTAO RISCOS
240104;Lara Vieira;2015-08-01;Ciências Exatas e da Terra;2015-02-20;38510;DIRIS-GESTAO RISCOS
240105;Igor Duarte;2020-03-15;Ciências Sociais Aplicadas;2019-11-29;38510;DIRIS-GESTAO RISCOS
240106;Evelyn Ribeiro;2016-12-28;Ciências Humanas;2011-06-24;38510;DIRIS-GESTAO RISCOS
240107;Laís Barbosa;2022-04-05;Engenharias;2013-03-03;38510;DIRIS-GESTAO RISCOS
240108;Dr. Heitor Ribeiro;2023-01-14;Ciências Sociais Aplicadas;2010-09-28;38510;DIRIS-GESTAO RISCOS
240109;Yago Duarte;2016-05-16;Ciências Humanas;2014-10-21;38510;DIRIS-GESTAO RISCOS
240110;Nathan Silva;2017-12-27;Ciências Sociais Aplicadas;2012-05-11;38510;DIRIS-GESTAO RISCOS
240111;Srta. Ana Vitória Monteiro;2020-03-12;Ciências Sociais Aplicadas;2016-11-29;38510;DIRIS-GESTAO RISCOS
240112;Augusto Vieira;2020-06-07;Ciências Biológicas;2009-12-06;38510;DIRIS-GESTAO RISCOS
240113;Srta. Yasmin da Costa;2023-02-20;Ciências Sociais Aplicadas;2022-11-17;38510;DIRIS-GESTAO RISCOS
240114;Bianca Duarte;2023-08-28;Ciências Exatas e da Terra;2021-02-10;38510;DIRIS-GESTAO RISCOS
240115;Heloísa Pinto;2020-12-10;Ciências Humanas;2012-03-08;38515;DIOPE-OPERACOES
240116;Murilo Caldeira;2023-05-28;Ciências da Saúde;2018-02-15;38515;DIOPE-OPERACOES
240117;Sra. Luna Caldeira;2019-07-16;Ciências Biológicas;2017-01-21;38515;DIOPE-OPERACOES
240118;Lara Souza;2017-12-22;Ciências Humanas;2017-12-19;38515;DIOPE-OPERACOES
240119;Dra. Isadora da Luz;2016-08-15;Engenharias;2014-11-23;38515;DIOPE-OPERACOES
240120;Bruno Silva;2022-12-15;Ciências Agrárias;2011-12-23;38515;DIOPE-OPERACOES
240121;Breno Peixoto;2019-01-15;Ciências Sociais Aplicadas;2014-09-07;38515;DIOPE-OPERACOES
240122;Luiz Miguel Mendes;2019-08-23;Ciências Biológicas;2017-06-09;38515;DIOPE-OPERACOES
240123;Mariane Cavalcanti;2022-03-11;Ciências Sociais Aplicadas;2011-05-07;38515;DIOPE-OPERACOES
240124;Cauê Moreira;2020-04-05;Engenharias;2012-10-17;38515;DIOPE-OPERACOES
240125;Theo Pires;2015-08-09;Ciências Biológicas;2010-07-06;38515;DIOPE-OPERACOES
240126;Sarah Ramos;2017-08-13;Ciências Humanas;2016-11-05;38515;DIOPE-OPERACOES
240127;Sabrina Pinto;2018-03-11;Ciências Biológicas;2012-04-29;38515;DIOPE-OPERACOES
240128;Lívia Teixeira;2015-09-22;Lingüística, Letras e Artes;2012-04-28;38515;DIOPE-OPERACOES
240129;Henrique Fogaça;2023-07-19;Engenharias;2013-04-24;38515;DIOPE-OPERACOES
240130;Vicente Araújo;2017-04-23;Ciências Exatas e da Terra;2015-11-17;38515;DIOPE-OPERACOES
240131;Maria Almeida;2018-02-05;Lingüística, Letras e Artes;2016-09-07;38515;DIOPE-OPERACOES
240132;Vitor Almeida;2017-08-07;Ciências da Saúde;2011-02-17;38515;DIOPE-OPERACOES
240133;Helena da Cruz;2017-04-25;Ciências Exatas e da Terra;2012-03-12;38515;DIOPE-OPERACOES
240134;Vitor Hugo da Mota;2015-12-14;Ciências Exatas e da Terra;2011-05-12;38515;DIOPE-OPERACOES
240135;Ana Laura Moreira;2024-02-02;Ciências Exatas e da Terra;2023-03-06;38515;DIOPE-OPERACOES
240136;Joana Mendes;2018-09-15;Ciências da Saúde;2017-03-27;38515;DIOPE-OPERACOES
240137;Dr. Samuel Rezende;2018-10-11;Ciências Sociais Aplicadas;2010-08-28;38515;DIOPE-OPERACOES
240138;Yago Silveira;2017-07-11;Ciências Humanas;2016-07-22;38515;DIOPE-OPERACOES
240139;Ana Silva;2018-03-26;Ciências Humanas;2012-01-29;38515;DIOPE-OPERACOES
240140;Diogo Martins;2020-12-27;Ciências Humanas;2012-04-01;38515;DIOPE-OPERACOES
240141;João Felipe Cunha;2023-12-21;Ciências Biológicas;2009-10-08;38515;DIOPE-OPERACOES
240142;João da Luz;2023-12-06;Ciências Humanas;2020-01-30;38515;DIOPE-OPERACOES
240143;Sabrina Lopes;2017-03-03;Ciências da Saúde;2015-03-17;38515;DIOPE-OPERACOES
240144;João Ramos;2015-04-16;Ciências da Saúde;2011-05-05;38515;DIOPE-OPERACOES
240145;Vitor Gabriel Cardoso;2017-10-17;Ciências Sociais Aplicadas;2011-07-28;38515;DIOPE-OPERACOES
240146;Emanuella Cardoso;2020-07-07;Ciências Exatas e da Terra;2016-02-27;38515;DIOPE-OPERACOES
240147;Amanda da Conceição;2019-12-28;Engenharias;2014-10-07;38515;DIOPE-OPERACOES
240148;Maria Alice Ribeiro;2014-11-23;Engenharias;2011-09-27;38515;DIOPE-OPERACOES
240149;Davi Lucas Vieira;2021-07-27;Ciências Humanas;2015-03-31;38515;DIOPE-OPERACOES
240150;Francisco Barbosa;2017-08-06;Ciências Sociais Aplicadas;2015-10-14;38515;DIOPE-OPERACOES
240151;Emilly Alves;2021-04-06;Ciências Sociais Aplicadas;2011-10-15;38515;DIOPE-OPERACOES
240152;Sra. Brenda Correia;2014-12-06;Ciências Exatas e da Terra;2009-09-24;38515;DIOPE-OPERACOES
240153;Isaac Peixoto;2022-09-16;Ciências Humanas;2011-11-14;38515;DIOPE-OPERACOES
240154;Olivia Lopes;2023-03-12;Lingüística, Letras e Artes;2014-01-19;38515;DIOPE-OPERACOES
240155;Ana Luiza Jesus;2021-03-21;Ciências Biológicas;2014-05-28;38515;DIOPE-OPERACOES
240156;Sra. Mariane Araújo;2020-01-27;Ciências Exatas e da Terra;2011-01-22;38515;DIOPE-OPERACOES
240157;Benjamin Pinto;2023-08-15;Ciências Humanas;2022-04-20;38515;DIOPE-OPERACOES
240158;Heitor Rocha;2016-01-29;Ciências Humanas;2013-08-06;38515;DIOPE-OPERACOES
240159;Vicente Nascimento;2024-02-25;Ciências da Saúde;2014-05-12;38515;DIOPE-OPERACOES
240160;Dr. Cauã Lopes;2023-07-04;Ciências Agrárias;2015-11-20;38515;DIOPE-OPERACOES
240161;Pedro Henrique Carvalho;2022-11-30;Lingüística, Letras e Artes;2016-04-04;38515;DIOPE-OPERACOES
240162;Ana Vitória Melo;2020-06-23;Lingüística, Letras e Artes;2018-04-22;38515;DIOPE-OPERACOES
240163;Maria Vitória Moraes;2015-04-23;Ciências Sociais Aplicadas;2010-10-11;38515;DIOPE-OPERACOES
240164;Lucas da Luz;2014-10-26;Ciências Biológicas;2011-10-09;38515;DIOPE-OPERACOES
240165;Lucas Novaes;2020-09-01;Ciências Sociais Aplicadas;2019-02-13;38515;DIOPE-OPERACOES
240166;Yuri da Mata;2022-11-25;Ciências Biológicas;2020-09-17;38515;DIOPE-OPERACOES
240167;Lavínia Cavalcanti;2019-12-31;Engenharias;2009-09-08;38515;DIOPE-OPERACOES
240168;Samuel Gomes;2018-09-03;Ciências Sociais Aplicadas;2017-04-03;38515;DIOPE-OPERACOES
240169;Giovanna Castro;2020-07-05;Ciências Biológicas;2019-03-03;38515;DIOPE-OPERACOES
240170;André Mendes;2023-05-09;Ciências Exatas e da Terra;2017-10-03;38515;DIOPE-OPERACOES
240171;Thales das Neves;2023-07-26;Ciências Sociais Aplicadas;2021-01-24;38515;DIOPE-OPERACOES
240172;Levi Almeida;2016-09-25;Ciências da Saúde;2010-01-04;38515;DIOPE-OPERACOES
240173;Miguel Almeida;2018-06-17;Ciências Sociais Aplicadas;2012-05-18;38515;DIOPE-OPERACOES
240174;Sra. Eloah Cunha;2016-01-23;Engenharias;2014-04-22;38515;DIOPE-OPERACOES
240175;Srta. Clara Moreira;2016-07-23;Engenharias;2011-04-30;38515;DIOPE-OPERACOES
240176;João Pedro Moraes;2017-03-05;Ciências Humanas;2013-03-08;38515;DIOPE-OPERACOES
240177;Heloísa Ferreira;2024-07-20;Ciências Biológicas;2021-05-04;38515;DIOPE-OPERACOES
240178;Mariana Sales;2021-09-01;Ciências Sociais Aplicadas;2020-08-30;38515;DIOPE-OPERACOES
240179;Felipe Carvalho;2023-01-24;Lingüística, Letras e Artes;2022-05-24;38515;DIOPE-OPERACOES
240180;Maria Eduarda da Cunha;2020-05-30;Ciências Biológicas;2019-02-25;38515;DIOPE-OPERACOES
240181;Isis Cardoso;2023-08-28;Ciências Humanas;2011-10-21;38515;DIOPE-OPERACOES
240182;Arthur Pereira;2019-04-01;Ciências Exatas e da Terra;2009-10-13;38515;DIOPE-OPERACOES
240183;Felipe Caldeira;2016-11-12;Ciências Humanas;2011-09-08;38515;DIOPE-OPERACOES
240184;Sr. Luiz Otávio Lopes;2017-09-09;Ciências Exatas e da Terra;2014-07-26;38515;DIOPE-OPERACOES
240185;Otávio Farias;2022-04-03;Ciências Sociais Aplicadas;2020-04-05;38515;DIOPE-OPERACOES
240186;Davi Lucca Porto;2021-12-15;Lingüística, Letras e Artes;2018-05-22;38515;DIOPE-OPERACOES
240187;André Nogueira;2021-02-21;Ciências Humanas;2018-02-01;38515;DIOPE-OPERACOES
240188;João Miguel da Mota;2023-01-23;Ciências Humanas;2015-01-25;38515;DIOPE-OPERACOES
240189;Nicole Melo;2017-09-14;Ciências Agrárias;2009-10-31;38515;DIOPE-OPERACOES
240190;Maria Sophia da Paz;2015-11-01;Ciências da Saúde;2015-04-11;38515;DIOPE-OPERACOES
240191;Luigi Lopes;2020-07-15;Ciências Agrárias;2013-10-14;38515;DIOPE-OPERACOES
240192;Marcos Vinicius Farias;2016-08-31;Ciências Biológicas;2009-12-14;38515;DIOPE-OPERACOES
240193;Dr. Gustavo Henrique Fernandes;2016-01-24;Ciências da Saúde;2012-04-08;38515;DIOPE-OPERACOES
240194;Igor Farias;2019-10-11;Ciências Biológicas;2013-07-09;38515;DIOPE-OPERACOES
240195;Alexia Oliveira;2015-05-25;Ciências Humanas;2010-09-16;38515;DIOPE-OPERACOES
240196;Juan Barros;2015-07-08;Lingüística, Letras e Artes;2015-06-05;38515;DIOPE-OPERACOES
240197;Dra. Nicole Moura;2021-08-29;Ciências Sociais Aplicadas;2017-05-01;38515;DIOPE-OPERACOES
240198;Isadora Rodrigues;2019-08-18;Ciências Biológicas;2015-09-12;38515;DIOPE-OPERACOES
240199;Daniela Silveira;2018-02-17;Ciências da Saúde;2017-03-29;38515;DIOPE-OPERACOES
240200;Guilherme Viana;2015-11-19;Ciências Exatas e da Terra;2009-08-01;38515;DIOPE-OPERACOES
240201;Emilly da Cruz;2021-11-19;Ciências Biológicas;2021-09-01;38515;DIOPE-OPERACOES
240202;Gustavo Henrique Monteiro;2014-11-17;Ciências Agrárias;2011-01-28;38515;DIOPE-OPERACOES
240203;Yuri Jesus;2023-12-21;Engenharias;2015-08-20;38515;DIOPE-OPERACOES
240204;Emanuelly Cardoso;2024-01-24;Ciências Sociais Aplicadas;2015-10-22;38515;DIOPE-OPERACOES
240205;Luiz Henrique Moraes;2016-01-27;Engenharias;2014-11-03;38515;DIOPE-OPERACOES
240206;Vitor da Mota;2023-09-27;Lingüística, Letras e Artes;2009-12-24;38515;DIOPE-OPERACOES
240207;Dr. Samuel Nogueira;2019-12-25;Ciências Agrárias;2019-02-12;38515;DIOPE-OPERACOES
240208;Lucas Gabriel Correia;2021-01-26;Ciências Agrárias;2011-10-25;38515;DIOPE-OPERACOES
240209;Luigi Azevedo;2021-08-26;Engenharias;2019-07-25;38515;DIOPE-OPERACOES
240210;Dr. Vicente Barros;2018-04-25;Engenharias;2011-12-07;38515;DIOPE-OPERACOES
240211;Enrico Lima;2015-08-11;Ciências Exatas e da Terra;2010-12-06;38515;DIOPE-OPERACOES
240212;Enzo Farias;2022-05-28;Ciências Biológicas;2021-03-22;38515;DIOPE-OPERACOES
240213;Letícia Vieira;2014-08-15;Ciências Biológicas;2010-11-23;38515;DIOPE-OPERACOES
240214;Srta. Lorena Costa;2016-07-17;Ciências Biológicas;2014-06-29;38515;DIOPE-OPERACOES
240215;João Pedro Lima;2014-08-19;Ciências Biológicas;2011-08-28;38515;DIOPE-OPERACOES
240216;Maria Alice Caldeira;2022-09-01;Engenharias;2021-05-28;38515;DIOPE-OPERACOES
240217;Diogo Gomes;2015-12-22;Ciências Sociais Aplicadas;2015-09-02;38515;DIOPE-OPERACOES
240218;Dr. Vitor Hugo Azevedo;2021-12-07;Ciências Biológicas;2015-09-10;38515;DIOPE-OPERACOES
240219;Srta. Sabrina Pires;2016-06-21;Ciências da Saúde;2012-12-12;38515;DIOPE-OPERACOES
240220;Vinicius Viana;2021-08-29;Ciências da Saúde;2013-08-22;38515;DIOPE-OPERACOES
240221;Bryan Pires;2022-04-25;Engenharias;2014-02-07;38515;DIOPE-OPERACOES
240222;Dra. Heloísa Novaes;2020-12-16;Engenharias;2015-05-30;38515;DIOPE-OPERACOES
240223;Isabella Mendes;2021-02-16;Ciências Exatas e da Terra;2014-02-22;38515;DIOPE-OPERACOES
240224;Caio da Paz;2020-10-25;Ciências Exatas e da Terra;2017-07-10;38515;DIOPE-OPERACOES
240225;Levi Porto;2019-01-28;Ciências Sociais Aplicadas;2011-04-14;38515;DIOPE-OPERACOES
240226;Júlia Moraes;2019-11-23;Ciências da Saúde;2016-12-19;38515;DIOPE-OPERACOES
240227;Rafaela Alves;2014-12-06;Ciências Exatas e da Terra;2014-03-01;38515;DIOPE-OPERACOES
240228;Clarice Pires;2016-05-01;Ciências Sociais Aplicadas;2010-12-06;38515;DIOPE-OPERACOES
240229;Isabella Ramos;2019-06-11;Ciências Sociais Aplicadas;2012-02-11;38515;DIOPE-OPERACOES
240230;Leonardo Duarte;2023-10-15;Engenharias;2022-07-30;38515;DIOPE-OPERACOES
240231;Cauã Duarte;2016-10-03;Ciências Sociais Aplicadas;2013-03-07;38515;DIOPE-OPERACOES
240232;Manuela Peixoto;2023-06-10;Engenharias;2014-01-08;38515;DIOPE-OPERACOES
240233;Davi Barbosa;2015-01-08;Ciências Agrárias;2012-04-27;38515;DIOPE-OPERACOES
240234;Ana Vitória Teixeira;2014-12-11;Engenharias;2013-12-18;38515;DIOPE-OPERACOES
240235;Sra. Isadora Martins;2024-06-05;Ciências Sociais Aplicadas;2023-07-03;38515;DIOPE-OPERACOES
240236;Matheus Silveira;2020-12-16;Ciências Sociais Aplicadas;2012-11-27;38515;DIOPE-OPERACOES
240237;Lorenzo Aragão;2023-10-04;Ciências Exatas e da Terra;2016-10-01;38515;DIOPE-OPERACOES
240238;Camila Alves;2019-06-26;Ciências Humanas;2012-03-23;38515;DIOPE-OPERACOES
240239;Ana Clara Lima;2021-03-02;Ciências Humanas;2020-12-12;38515;DIOPE-OPERACOES
240240;Ana Clara da Cruz;2019-10-25;Ciências Sociais Aplicadas;2013-06-27;38515;DIOPE-OPERACOES
240241;Sra. Sofia Rezende;2017-07-14;Ciências Exatas e da Terra;2011-10-26;38515;DIOPE-OPERACOES
240242;Dr. Otávio Aragão;2020-04-01;Ciências Biológicas;2016-05-13;38515;DIOPE-OPERACOES
240243;Srta. Pietra Santos;2015-11-01;Ciências Biológicas;2014-10-28;38515;DIOPE-OPERACOES
240244;Carolina Cardoso;2015-09-22;Ciências Humanas;2012-01-05;38515;DIOPE-OPERACOES
240245;Maria Cecília Nogueira;2017-04-08;Ciências Agrárias;2013-01-30;38515;DIOPE-OPERACOES
240246;Isis Nascimento;2017-10-19;Ciências da Saúde;2012-01-16;38515;DIOPE-OPERACOES
