cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
F239989;Isaac Rodrigues;2017-08-25;Engenharias;2013-06-22;38510;DIRIS-GESTAO RISCOS
F239990;Maria Sophia da Rocha;2015-04-12;Lingüística, Letras e Artes;2011-03-08;38510;DIRIS-GESTAO RISCOS
F239991;Isabel Rocha;2021-07-08;Ciências Sociais Aplicadas;2010-03-26;38510;DIRIS-GESTAO RISCOS
F239992;Cauã da Mota;2016-04-11;Ciências Humanas;2015-12-29;38510;DIRIS-GESTAO RISCOS
F239993;Eduarda Melo;2024-02-01;Ciências Biológicas;2014-11-23;38510;DIRIS-GESTAO RISCOS
F239994;Lara Silva;2015-11-27;Ciências Exatas e da Terra;2011-02-20;38510;DIRIS-GESTAO RISCOS
F239995;Clara Moura;2019-08-26;Lingüística, Letras e Artes;2017-12-15;38510;DIRIS-GESTAO RISCOS
F239996;Clara Castro;2020-12-17;Ciências da Saúde;2014-02-21;38510;DIRIS-GESTAO RISCOS
F239997;Maria Julia Alves;2016-03-26;Ciências da Saúde;2015-08-14;38510;DIRIS-GESTAO RISCOS
F239998;Yasmin Almeida;2016-02-20;Ciências Biológicas;2013-02-16;38510;DIRIS-GESTAO RISCOS
F239999;Gabrielly Ribeiro;2021-08-03;Ciências Exatas e da Terra;2020-09-27;38510;DIRIS-GESTAO RISCOS
F240000;Enzo Gabriel Mendes;2019-10-22;Ciências Sociais Aplicadas;2012-07-01;38510;DIRIS-GESTAO RISCOS
F240001;Srta. Bruna Pinto;2022-08-30;Lingüística, Letras e Artes;2010-09-07;38510;DIRIS-GESTAO RISCOS
F240002;Yasmin Silva;2023-01-24;Ciências Exatas e da Terra;2014-02-19;38510;DIRIS-GESTAO RISCOS
F240003;João Felipe Carvalho;2016-08-14;Ciências Humanas;2013-08-20;38510;DIRIS-GESTAO RISCOS
F240004;João Miguel Carvalho;2024-03-17;Ciências Biológicas;2021-01-27;38510;DIRIS-GESTAO RISCOS
F240005;Giovanna Fernandes;2024-01-09;Ciências Biológicas;2014-08-08;38510;DIRIS-GESTAO RISCOS
F240006;Beatriz Silveira;2022-06-07;Ciências Biológicas;2019-06-06;38510;DIRIS-GESTAO RISCOS
F240007;Pietra Costa;2020-03-04;Engenharias;2018-07-04;38510;DIRIS-GESTAO RISCOS
F240008;Eloah Araújo;2017-11-28;Ciências Exatas e da Terra;2016-07-18;38510;DIRIS-GESTAO RISCOS
F240009;Bruna da Rosa;2015-08-21;Ciências Exatas e da Terra;2009-12-24;38510;DIRIS-GESTAO RISCOS
F240010;Ryan Melo;2019-01-09;Ciências da Saúde;2018-07-01;38510;DIRIS-GESTAO RISCOS
F240011;Mirella Melo;2021-11-06;Ciências Exatas e da Terra;2011-10-12;38510;DIRIS-GESTAO RISCOS
F240012;Ana Luiza Azevedo;2015-02-18;Ciências Sociais Aplicadas;2011-05-07;38510;DIRIS-GESTAO RISCOS
F240013;Samuel Nogueira;2021-01-15;Ciências Biológicas;2014-11-19;38510;DIRIS-GESTAO RISCOS
F240014;Pedro Lucas da Costa;2020-03-22;Ciências Humanas;2019-06-09;38510;DIRIS-GESTAO RISCOS
F240015;Srta. Stella Lima;2015-05-04;Ciências Humanas;2014-12-20;38510;DIRIS-GESTAO RISCOS
F240016;Srta. Rafaela Souza;2022-07-06;Engenharias;2015-01-02;38510;DIRIS-GESTAO RISCOS
F240017;Lucca da Mota;2016-01-21;Ciências Humanas;2011-03-27;38510;DIRIS-GESTAO RISCOS
F240018;Diogo Rodrigues;2017-11-06;Ciências Biológicas;2015-01-08;38510;DIRIS-GESTAO RISCOS
F240019;Davi Lucca Rezende;2022-07-07;Ciências Humanas;2016-06-23;38510;DIRIS-GESTAO RISCOS
F240020;Carolina Silveira;2022-05-02;Ciências Humanas;2021-08-24;38510;DIRIS-GESTAO RISCOS
F240021;Srta. Bárbara Gonçalves;2023-04-05;Ciências Biológicas;2013-03-01;38510;DIRIS-GESTAO RISCOS
F240022;Sra. Luiza Gonçalves;2022-01-04;Engenharias;2013-11-15;38510;DIRIS-GESTAO RISCOS
F240023;Larissa da Rosa;2014-11-02;Ciências Humanas;2012-03-11;38510;DIRIS-GESTAO RISCOS
F240024;Davi Luiz Peixoto;2023-11-21;Ciências da Saúde;2017-03-05;38510;DIRIS-GESTAO RISCOS
F240025;Pedro Lucas Nascimento;2020-09-05;Engenharias;2017-08-14;38510;DIRIS-GESTAO RISCOS
F240026;Sr. Eduardo Silveira;2017-06-15;Ciências da Saúde;2017-05-25;38510;DIRIS-GESTAO RISCOS
F240027;Ana Beatriz Melo;2018-03-03;Ciências da Saúde;2012-12-25;38510;DIRIS-GESTAO RISCOS
F240028;Daniela Gonçalves;2015-05-27;Ciências Sociais Aplicadas;2010-03-06;38510;DIRIS-GESTAO RISCOS
F240029;Joaquim Gonçalves;2020-10-27;Ciências Humanas;2019-06-03;38510;DIRIS-GESTAO RISCOS
F240030;Sr. Rafael Ferreira;2016-09-28;Ciências Exatas e da Terra;2009-11-01;38510;DIRIS-GESTAO RISCOS
F240031;Dr. Enzo Gabriel Barros;2022-12-02;Ciências Exatas e da Terra;2019-02-05;38510;DIRIS-GESTAO RISCOS
F240032;Matheus Barros;2015-10-02;Ciências Exatas e da Terra;2010-04-06;38510;DIRIS-GESTAO RISCOS
F240033;Maria Vitória Cavalcanti;2021-06-19;Engenharias;2012-06-26;38510;DIRIS-GESTAO RISCOS
F240034;Beatriz Moura;2019-08-12;Ciências Agrárias;2012-05-14;38510;DIRIS-GESTAO RISCOS
F240035;Srta. Stephany Oliveira;2021-10-08;Ciências Sociais Aplicadas;2014-08-16;38510;DIRIS-GESTAO RISCOS
F240036;Daniel Cardoso;2023-07-03;Ciências Agrárias;2016-08-18;38510;DIRIS-GESTAO RISCOS
F240037;Luigi Vieira;2021-01-22;Ciências Agrárias;2015-08-12;38510;DIRIS-GESTAO RISCOS
F240038;Júlia Monteiro;2019-11-02;Ciências da Saúde;2019-05-15;38510;DIRIS-GESTAO RISCOS
F240039;Catarina Pires;2018-11-01;Ciências Biológicas;2015-10-10;38510;DIRIS-GESTAO RISCOS
F240040;Davi Luiz Pires;2015-08-11;Ciências Agrárias;2010-05-20;38510;DIRIS-GESTAO RISCOS
F240041;Srta. Clara Lopes;2022-10-24;Ciências Exatas e da Terra;2010-05-03;38510;DIRIS-GESTAO RISCOS
F240042;Sr. Luigi Monteiro;2021-12-22;Ciências Humanas;2012-08-01;38510;DIRIS-GESTAO RISCOS
F240043;Elisa Porto;2022-04-27;Ciências Biológicas;2016-08-16;38510;DIRIS-GESTAO RISCOS
F240044;Larissa Lopes;2022-03-27;Ciências Biológicas;2011-09-04;38510;DIRIS-GESTAO RISCOS
F240045;Emanuella Melo;2017-05-13;Ciências da Saúde;2009-09-05;38510;DIRIS-GESTAO RISCOS
F240046;Thomas da Rosa;2019-02-18;Engenharias;2015-11-28;38510;DIRIS-GESTAO RISCOS
F240047;Raquel Silveira;2020-10-10;Ciências Exatas e da Terra;2018-05-16;38510;DIRIS-GESTAO RISCOS
F240048;Sra. Ana Lívia Santos;2023-09-14;Ciências Humanas;2017-11-17;38510;DIRIS-GESTAO RISCOS
F240049;Ian Pires;2019-10-30;Ciências Biológicas;2017-12-15;38510;DIRIS-GESTAO RISCOS
F240050;Alana Castro;2014-10-12;Ciências Biológicas;2010-02-23;38510;DIRIS-GESTAO RISCOS
F240051;Sra. Eduarda Barbosa;2017-06-18;Ciências Biológicas;2013-11-15;38510;DIRIS-GESTAO RISCOS
F240052;Maria Teixeira;2017-08-24;Ciências Exatas e da Terra;2009-09-14;38510;DIRIS-GESTAO RISCOS
F240053;Luana Moreira;2020-02-27;Ciências Biológicas;2018-11-27;38510;DIRIS-GESTAO RISCOS
F240054;Srta. Ana Laura Nascimento;2022-06-20;Ciências Exatas e da Terra;2011-04-06;38510;DIRIS-GESTAO RISCOS
F240055;Ana Oliveira;2019-08-02;Ciências Sociais Aplicadas;2011-01-26;38510;DIRIS-GESTAO RISCOS
F240056;Isadora Cunha;2021-02-25;Engenharias;2017-12-21;38510;DIRIS-GESTAO RISCOS
F240057;João Guilherme Rezende;2018-03-18;Ciências Sociais Aplicadas;2011-04-14;38510;DIRIS-GESTAO RISCOS
F240058;Laura Lima;2021-05-12;Ciências Humanas;2014-04-03;38510;DIRIS-GESTAO RISCOS
F240059;Enzo Gabriel Santos;2023-06-10;Ciências Biológicas;2021-02-18;38510;DIRIS-GESTAO RISCOS
F240060;Daniel Lima;2015-03-02;Ciências da Saúde;2011-06-27;38510;DIRIS-GESTAO RISCOS
F240061;Maria Vitória Aragão;2019-03-25;Ciências Exatas e da Terra;2018-01-23;38510;DIRIS-GESTAO RISCOS
F240062;Isabella da Rosa;2021-06-02;Ciências da Saúde;2011-05-04;38510;DIRIS-GESTAO RISCOS
F240063;Ian Lopes;2019-11-16;Ciências Biológicas;2016-01-17;38510;DIRIS-GESTAO RISCOS
F240064;Anthony Cardoso;2024-07-06;Lingüística, Letras e Artes;2021-01-04;38510;DIRIS-GESTAO RISCOS
F240065;Gustavo Henrique da Paz;2022-04-27;Ciências Biológicas;2013-06-18;38510;DIRIS-GESTAO RISCOS
F240066;Catarina Aragão;2018-03-08;Lingüística, Letras e Artes;2011-09-11;38510;DIRIS-GESTAO RISCOS
F240067;Dr. Kaique Aragão;2020-09-05;Ciências Sociais Aplicadas;2010-05-21;38510;DIRIS-GESTAO RISCOS
F240068;Enzo Rocha;2020-02-10;Ciências Sociais Aplicadas;2020-02-09;38510;DIRIS-GESTAO RISCOS
F240069;Milena Araújo;2018-01-28;Ciências Sociais Aplicadas;2012-05-23;38510;DIRIS-GESTAO RISCOS
F240070;Sr. Henrique Ferreira;2019-08-08;Ciências Biológicas;2011-02-09;38510;DIRIS-GESTAO RISCOS
F240071;Dr. Ryan da Costa;2015-03-14;Ciências Biológicas;2014-09-26;38510;DIRIS-GESTAO RISCOS
F240072;Bianca Cavalcanti;2014-09-08;Ciências Biológicas;2012-11-09;38510;DIRIS-GESTAO RISCOS
F240073;Marcos Vinicius da Cunha;2020-11-25;Ciências Sociais Aplicadas;2020-11-10;38510;DIRIS-GESTAO RISCOS
F240074;Luiz Henrique Gomes;2018-11-23;Lingüística, Letras e Artes;2013-06-02;38510;DIRIS-GESTAO RISCOS
F240075;Srta. Milena Fernandes;2020-07-17;Ciências Biológicas;2012-06-09;38510;DIRIS-GESTAO RISCOS
F240076;Alícia Freitas;2017-06-26;Ciências Sociais Aplicadas;2010-11-14;38510;DIRIS-GESTAO RISCOS
F240077;Sr. Thiago Souza;2015-05-05;Ciências Agrárias;2014-10-11;38510;DIRIS-GESTAO RISCOS
F240078;Sophie Alves;2017-03-12;Ciências Humanas;2014-11-14;38510;DIRIS-GESTAO RISCOS
F240079;Bryan Dias;2016-11-22;Ciências Humanas;2015-01-24;38510;DIRIS-GESTAO RISCOS
F240080;Ana Clara Sales;2017-02-14;Ciências Exatas e da Terra;2012-07-01;38510;DIRIS-GESTAO RISCOS
F240081;Daniela Correia;2021-05-23;Ciências Humanas;2011-01-19;38510;DIRIS-GESTAO RISCOS
F240082;Luana Castro;2014-11-06;Ciências Agrárias;2013-02-28;38510;DIRIS-GESTAO RISCOS
F240083;Nicolas Gomes;2023-01-17;Engenharias;2014-07-19;38510;DIRIS-GESTAO RISCOS
F240084;Ana Sophia Nogueira;2020-06-30;Ciências Biológicas;2018-02-12;38510;DIRIS-GESTAO RISCOS
F240085;Maysa Oliveira;2014-10-07;Ciências Exatas e da Terra;2011-04-15;38510;DIRIS-GESTAO RISCOS
F240086;Sr. João Miguel Peixoto;2022-07-09;Ciências Exatas e da Terra;2017-05-21;38510;DIRIS-GESTAO RISCOS
F240087;Beatriz Alves;2019-12-20;Ciências da Saúde;2017-04-24;38510;DIRIS-GESTAO RISCOS
F240088;Vitor Gabriel Souza;2016-04-09;Ciências Agrárias;2016-01-13;38510;DIRIS-GESTAO RISCOS
F240089;Davi Pinto;2018-05-17;Engenharias;2013-05-26;38510;DIRIS-GESTAO RISCOS
F240090;Kaique Moraes;2021-09-24;Engenharias;2013-03-12;38510;DIRIS-GESTAO RISCOS
F240091;João Pedro Almeida;2019-07-13;Ciências Humanas;2010-12-10;38510;DIRIS-GESTAO RISCOS
F240092;Sr. Luiz Otávio Correia;2019-03-10;Ciências Biológicas;2016-07-24;38510;DIRIS-GESTAO RISCOS
F240093;Ana Vitória da Luz;2021-01-25;Ciências Humanas;2013-01-30;38510;DIRIS-GESTAO RISCOS
F240094;Gustavo Henrique Rezende;2017-11-15;Ciências Exatas e da Terra;2013-08-24;38510;DIRIS-GESTAO RISCOS
F240095;Sra. Isabelly Teixeira;2018-10-23;Ciências Humanas;2013-11-04;38510;DIRIS-GESTAO RISCOS
F240096;Lara Rocha;2017-11-30;Ciências da Saúde;2015-10-15;38510;DIRIS-GESTAO RISCOS
F240097;João Vitor Costela;2021-03-12;Lingüística, Letras e Artes;2017-08-19;38510;DIRIS-GESTAO RISCOS
F240098;Dra. Clarice Teixeira;2015-07-01;Ciências Biológicas;2013-03-22;38510;DIRIS-GESTAO RISCOS
F240099;Dra. Milena Mendes;2017-11-05;Ciências da Saúde;2013-05-05;38510;DIRIS-GESTAO RISCOS
F240100;Pedro Lucas da Cruz;2022-03-10;Ciências Biológicas;2009-10-30;38510;DIRIS-GESTAO RISCOS
F240101;Melissa da Mata;2019-09-04;Ciências Humanas;2009-09-25;38510;DIRIS-GESTAO RISCOS
F240102;Raul Peixoto;2021-12-08;Ciências da Saúde;2011-02-21;38510;DIRIS-GESTAO RISCOS
F240103;Kamilly Alves;2016-05-25;Ciências da Saúde;2010-01-02;38510;DIRIS-GESTAO RISCOS
F240104;Lara Vieira;2015-08-01;Ciências Exatas e da Terra;2015-02-20;38510;DIRIS-GESTAO RISCOS
F240105;Igor Duarte;2020-03-15;Ciências Sociais Aplicadas;2019-11-29;38510;DIRIS-GESTAO RISCOS
F240106;Evelyn Ribeiro;2016-12-28;Ciências Humanas;2011-06-24;38510;DIRIS-GESTAO RISCOS
F240107;Laís Barbosa;2022-04-05;Engenharias;2013-03-03;38510;DIRIS-GESTAO RISCOS
F240108;Dr. Heitor Ribeiro;2023-01-14;Ciências Sociais Aplicadas;2010-09-28;38510;DIRIS-GESTAO RISCOS
F240109;Yago Duarte;2016-05-16;Ciências Humanas;2014-10-21;38510;DIRIS-GESTAO RISCOS
F240110;Nathan Silva;2017-12-27;Ciências Sociais Aplicadas;2012-05-11;38510;DIRIS-GESTAO RISCOS
F240111;Srta. Ana Vitória Monteiro;2020-03-12;Ciências Sociais Aplicadas;2016-11-29;38510;DIRIS-GESTAO RISCOS
F240112;Augusto Vieira;2020-06-07;Ciências Biológicas;2009-12-06;38510;DIRIS-GESTAO RISCOS
F240113;Srta. Yasmin da Costa;2023-02-20;Ciências Sociais Aplicadas;2022-11-17;38510;DIRIS-GESTAO RISCOS
F240114;Bianca Duarte;2023-08-28;Ciências Exatas e da Terra;2021-02-10;38510;DIRIS-GESTAO RISCOS
F240115;Heloísa Pinto;2020-12-10;Ciências Humanas;2012-03-08;38515;DIOPE-OPERACOES
F240116;Murilo Caldeira;2023-05-28;Ciências da Saúde;2018-02-15;38515;DIOPE-OPERACOES
F240117;Sra. Luna Caldeira;2019-07-16;Ciências Biológicas;2017-01-21;38515;DIOPE-OPERACOES
F240118;Lara Souza;2017-12-22;Ciências Humanas;2017-12-19;38515;DIOPE-OPERACOES
F240119;Dra. Isadora da Luz;2016-08-15;Engenharias;2014-11-23;38515;DIOPE-OPERACOES
F240120;Bruno Silva;2022-12-15;Ciências Agrárias;2011-12-23;38515;DIOPE-OPERACOES
F240121;Breno Peixoto;2019-01-15;Ciências Sociais Aplicadas;2014-09-07;38515;DIOPE-OPERACOES
F240122;Luiz Miguel Mendes;2019-08-23;Ciências Biológicas;2017-06-09;38515;DIOPE-OPERACOES
F240123;Mariane Cavalcanti;2022-03-11;Ciências Sociais Aplicadas;2011-05-07;38515;DIOPE-OPERACOES
F240124;Cauê Moreira;2020-04-05;Engenharias;2012-10-17;38515;DIOPE-OPERACOES
F240125;Theo Pires;2015-08-09;Ciências Biológicas;2010-07-06;38515;DIOPE-OPERACOES
F240126;Sarah Ramos;2017-08-13;Ciências Humanas;2016-11-05;38515;DIOPE-OPERACOES
F240127;Sabrina Pinto;2018-03-11;Ciências Biológicas;2012-04-29;38515;DIOPE-OPERACOES
F240128;Lívia Teixeira;2015-09-22;Lingüística, Letras e Artes;2012-04-28;38515;DIOPE-OPERACOES
F240129;Henrique Fogaça;2023-07-19;Engenharias;2013-04-24;38515;DIOPE-OPERACOES
F240130;Vicente Araújo;2017-04-23;Ciências Exatas e da Terra;2015-11-17;38515;DIOPE-OPERACOES
F240131;Maria Almeida;2018-02-05;Lingüística, Letras e Artes;2016-09-07;38515;DIOPE-OPERACOES
F240132;Vitor Almeida;2017-08-07;Ciências da Saúde;2011-02-17;38515;DIOPE-OPERACOES
F240133;Helena da Cruz;2017-04-25;Ciências Exatas e da Terra;2012-03-12;38515;DIOPE-OPERACOES
F240134;Vitor Hugo da Mota;2015-12-14;Ciências Exatas e da Terra;2011-05-12;38515;DIOPE-OPERACOES
F240135;Ana Laura Moreira;2024-02-02;Ciências Exatas e da Terra;2023-03-06;38515;DIOPE-OPERACOES
F240136;Joana Mendes;2018-09-15;Ciências da Saúde;2017-03-27;38515;DIOPE-OPERACOES
F240137;Dr. Samuel Rezende;2018-10-11;Ciências Sociais Aplicadas;2010-08-28;38515;DIOPE-OPERACOES
F240138;Yago Silveira;2017-07-11;Ciências Humanas;2016-07-22;38515;DIOPE-OPERACOES
F240139;Ana Silva;2018-03-26;Ciências Humanas;2012-01-29;38515;DIOPE-OPERACOES
F240140;Diogo Martins;2020-12-27;Ciências Humanas;2012-04-01;38515;DIOPE-OPERACOES
F240141;João Felipe Cunha;2023-12-21;Ciências Biológicas;2009-10-08;38515;DIOPE-OPERACOES
F240142;João da Luz;2023-12-06;Ciências Humanas;2020-01-30;38515;DIOPE-OPERACOES
F240143;Sabrina Lopes;2017-03-03;Ciências da Saúde;2015-03-17;38515;DIOPE-OPERACOES
F240144;João Ramos;2015-04-16;Ciências da Saúde;2011-05-05;38515;DIOPE-OPERACOES
F240145;Vitor Gabriel Cardoso;2017-10-17;Ciências Sociais Aplicadas;2011-07-28;38515;DIOPE-OPERACOES
F240146;Emanuella Cardoso;2020-07-07;Ciências Exatas e da Terra;2016-02-27;38515;DIOPE-OPERACOES
F240147;Amanda da Conceição;2019-12-28;Engenharias;2014-10-07;38515;DIOPE-OPERACOES
F240148;Maria Alice Ribeiro;2014-11-23;Engenharias;2011-09-27;38515;DIOPE-OPERACOES
F240149;Davi Lucas Vieira;2021-07-27;Ciências Humanas;2015-03-31;38515;DIOPE-OPERACOES
F240150;Francisco Barbosa;2017-08-06;Ciências Sociais Aplicadas;2015-10-14;38515;DIOPE-OPERACOES
F240151;Emilly Alves;2021-04-06;Ciências Sociais Aplicadas;2011-10-15;38515;DIOPE-OPERACOES
F240152;Sra. Brenda Correia;2014-12-06;Ciências Exatas e da Terra;2009-09-24;38515;DIOPE-OPERACOES
F240153;Isaac Peixoto;2022-09-16;Ciências Humanas;2011-11-14;38515;DIOPE-OPERACOES
F240154;Olivia Lopes;2023-03-12;Lingüística, Letras e Artes;2014-01-19;38515;DIOPE-OPERACOES
F240155;Ana Luiza Jesus;2021-03-21;Ciências Biológicas;2014-05-28;38515;DIOPE-OPERACOES
F240156;Sra. Mariane Araújo;2020-01-27;Ciências Exatas e da Terra;2011-01-22;38515;DIOPE-OPERACOES
F240157;Benjamin Pinto;2023-08-15;Ciências Humanas;2022-04-20;38515;DIOPE-OPERACOES
F240158;Heitor Rocha;2016-01-29;Ciências Humanas;2013-08-06;38515;DIOPE-OPERACOES
F240159;Vicente Nascimento;2024-02-25;Ciências da Saúde;2014-05-12;38515;DIOPE-OPERACOES
F240160;Dr. Cauã Lopes;2023-07-04;Ciências Agrárias;2015-11-20;38515;DIOPE-OPERACOES
F240161;Pedro Henrique Carvalho;2022-11-30;Lingüística, Letras e Artes;2016-04-04;38515;DIOPE-OPERACOES
F240162;Ana Vitória Melo;2020-06-23;Lingüística, Letras e Artes;2018-04-22;38515;DIOPE-OPERACOES
F240163;Maria Vitória Moraes;2015-04-23;Ciências Sociais Aplicadas;2010-10-11;38515;DIOPE-OPERACOES
F240164;Lucas da Luz;2014-10-26;Ciências Biológicas;2011-10-09;38515;DIOPE-OPERACOES
F240165;Lucas Novaes;2020-09-01;Ciências Sociais Aplicadas;2019-02-13;38515;DIOPE-OPERACOES
F240166;Yuri da Mata;2022-11-25;Ciências Biológicas;2020-09-17;38515;DIOPE-OPERACOES
F240167;Lavínia Cavalcanti;2019-12-31;Engenharias;2009-09-08;38515;DIOPE-OPERACOES
F240168;Samuel Gomes;2018-09-03;Ciências Sociais Aplicadas;2017-04-03;38515;DIOPE-OPERACOES
F240169;Giovanna Castro;2020-07-05;Ciências Biológicas;2019-03-03;38515;DIOPE-OPERACOES
F240170;André Mendes;2023-05-09;Ciências Exatas e da Terra;2017-10-03;38515;DIOPE-OPERACOES
F240171;Thales das Neves;2023-07-26;Ciências Sociais Aplicadas;2021-01-24;38515;DIOPE-OPERACOES
F240172;Levi Almeida;2016-09-25;Ciências da Saúde;2010-01-04;38515;DIOPE-OPERACOES
F240173;Miguel Almeida;2018-06-17;Ciências Sociais Aplicadas;2012-05-18;38515;DIOPE-OPERACOES
F240174;Sra. Eloah Cunha;2016-01-23;Engenharias;2014-04-22;38515;DIOPE-OPERACOES
F240175;Srta. Clara Moreira;2016-07-23;Engenharias;2011-04-30;38515;DIOPE-OPERACOES
F240176;João Pedro Moraes;2017-03-05;Ciências Humanas;2013-03-08;38515;DIOPE-OPERACOES
F240177;Heloísa Ferreira;2024-07-20;Ciências Biológicas;2021-05-04;38515;DIOPE-OPERACOES
F240178;Mariana Sales;2021-09-01;Ciências Sociais Aplicadas;2020-08-30;38515;DIOPE-OPERACOES
F240179;Felipe Carvalho;2023-01-24;Lingüística, Letras e Artes;2022-05-24;38515;DIOPE-OPERACOES
F240180;Maria Eduarda da Cunha;2020-05-30;Ciências Biológicas;2019-02-25;38515;DIOPE-OPERACOES
F240181;Isis Cardoso;2023-08-28;Ciências Humanas;2011-10-21;38515;DIOPE-OPERACOES
F240182;Arthur Pereira;2019-04-01;Ciências Exatas e da Terra;2009-10-13;38515;DIOPE-OPERACOES
F240183;Felipe Caldeira;2016-11-12;Ciências Humanas;2011-09-08;38515;DIOPE-OPERACOES
F240184;Sr. Luiz Otávio Lopes;2017-09-09;Ciências Exatas e da Terra;2014-07-26;38515;DIOPE-OPERACOES
F240185;Otávio Farias;2022-04-03;Ciências Sociais Aplicadas;2020-04-05;38515;DIOPE-OPERACOES
F240186;Davi Lucca Porto;2021-12-15;Lingüística, Letras e Artes;2018-05-22;38515;DIOPE-OPERACOES
F240187;André Nogueira;2021-02-21;Ciências Humanas;2018-02-01;38515;DIOPE-OPERACOES
F240188;João Miguel da Mota;2023-01-23;Ciências Humanas;2015-01-25;38515;DIOPE-OPERACOES
F240189;Nicole Melo;2017-09-14;Ciências Agrárias;2009-10-31;38515;DIOPE-OPERACOES
F240190;Maria Sophia da Paz;2015-11-01;Ciências da Saúde;2015-04-11;38515;DIOPE-OPERACOES
F240191;Luigi Lopes;2020-07-15;Ciências Agrárias;2013-10-14;38515;DIOPE-OPERACOES
F240192;Marcos Vinicius Farias;2016-08-31;Ciências Biológicas;2009-12-14;38515;DIOPE-OPERACOES
F240193;Dr. Gustavo Henrique Fernandes;2016-01-24;Ciências da Saúde;2012-04-08;38515;DIOPE-OPERACOES
F240194;Igor Farias;2019-10-11;Ciências Biológicas;2013-07-09;38515;DIOPE-OPERACOES
F240195;Alexia Oliveira;2015-05-25;Ciências Humanas;2010-09-16;38515;DIOPE-OPERACOES
F240196;Juan Barros;2015-07-08;Lingüística, Letras e Artes;2015-06-05;38515;DIOPE-OPERACOES
F240197;Dra. Nicole Moura;2021-08-29;Ciências Sociais Aplicadas;2017-05-01;38515;DIOPE-OPERACOES
F240198;Isadora Rodrigues;2019-08-18;Ciências Biológicas;2015-09-12;38515;DIOPE-OPERACOES
F240199;Daniela Silveira;2018-02-17;Ciências da Saúde;2017-03-29;38515;DIOPE-OPERACOES
F240200;Guilherme Viana;2015-11-19;Ciências Exatas e da Terra;2009-08-01;38515;DIOPE-OPERACOES
F240201;Emilly da Cruz;2021-11-19;Ciências Biológicas;2021-09-01;38515;DIOPE-OPERACOES
F240202;Gustavo Henrique Monteiro;2014-11-17;Ciências Agrárias;2011-01-28;38515;DIOPE-OPERACOES
F240203;Yuri Jesus;2023-12-21;Engenharias;2015-08-20;38515;DIOPE-OPERACOES
F240204;Emanuelly Cardoso;2024-01-24;Ciências Sociais Aplicadas;2015-10-22;38515;DIOPE-OPERACOES
F240205;Luiz Henrique Moraes;2016-01-27;Engenharias;2014-11-03;38515;DIOPE-OPERACOES
F240206;Vitor da Mota;2023-09-27;Lingüística, Letras e Artes;2009-12-24;38515;DIOPE-OPERACOES
F240207;Dr. Samuel Nogueira;2019-12-25;Ciências Agrárias;2019-02-12;38515;DIOPE-OPERACOES
F240208;Lucas Gabriel Correia;2021-01-26;Ciências Agrárias;2011-10-25;38515;DIOPE-OPERACOES
F240209;Luigi Azevedo;2021-08-26;Engenharias;2019-07-25;38515;DIOPE-OPERACOES
F240210;Dr. Vicente Barros;2018-04-25;Engenharias;2011-12-07;38515;DIOPE-OPERACOES
F240211;Enrico Lima;2015-08-11;Ciências Exatas e da Terra;2010-12-06;38515;DIOPE-OPERACOES
F240212;Enzo Farias;2022-05-28;Ciências Biológicas;2021-03-22;38515;DIOPE-OPERACOES
F240213;Letícia Vieira;2014-08-15;Ciências Biológicas;2010-11-23;38515;DIOPE-OPERACOES
F240214;Srta. Lorena Costa;2016-07-17;Ciências Biológicas;2014-06-29;38515;DIOPE-OPERACOES
F240215;João Pedro Lima;2014-08-19;Ciências Biológicas;2011-08-28;38515;DIOPE-OPERACOES
F240216;Maria Alice Caldeira;2022-09-01;Engenharias;2021-05-28;38515;DIOPE-OPERACOES
F240217;Diogo Gomes;2015-12-22;Ciências Sociais Aplicadas;2015-09-02;38515;DIOPE-OPERACOES
F240218;Dr. Vitor Hugo Azevedo;2021-12-07;Ciências Biológicas;2015-09-10;38515;DIOPE-OPERACOES
F240219;Srta. Sabrina Pires;2016-06-21;Ciências da Saúde;2012-12-12;38515;DIOPE-OPERACOES
F240220;Vinicius Viana;2021-08-29;Ciências da Saúde;2013-08-22;38515;DIOPE-OPERACOES
F240221;Bryan Pires;2022-04-25;Engenharias;2014-02-07;38515;DIOPE-OPERACOES
F240222;Dra. Heloísa Novaes;2020-12-16;Engenharias;2015-05-30;38515;DIOPE-OPERACOES
F240223;Isabella Mendes;2021-02-16;Ciências Exatas e da Terra;2014-02-22;38515;DIOPE-OPERACOES
F240224;Caio da Paz;2020-10-25;Ciências Exatas e da Terra;2017-07-10;38515;DIOPE-OPERACOES
F240225;Levi Porto;2019-01-28;Ciências Sociais Aplicadas;2011-04-14;38515;DIOPE-OPERACOES
F240226;Júlia Moraes;2019-11-23;Ciências da Saúde;2016-12-19;38515;DIOPE-OPERACOES
F240227;Rafaela Alves;2014-12-06;Ciências Exatas e da Terra;2014-03-01;38515;DIOPE-OPERACOES
F240228;Clarice Pires;2016-05-01;Ciências Sociais Aplicadas;2010-12-06;38515;DIOPE-OPERACOES
F240229;Isabella Ramos;2019-06-11;Ciências Sociais Aplicadas;2012-02-11;38515;DIOPE-OPERACOES
F240230;Leonardo Duarte;2023-10-15;Engenharias;2022-07-30;38515;DIOPE-OPERACOES
